이름,artist,image,link,month,producer,rank_status,ranking,sales_volume,title
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/7B649271595045429671653FFAE7BD61.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-28,142,,Black Swan
SQUARE TWO,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/488A855CB4B44213A01986AD36B16BF6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-18,149,,불장난
5th Album `LILAC`,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20210330_A788A7E7FBE1896D3A23CD84B2EC8537.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,EDAM엔터테인먼트,-14,57,,라일락
Stay Alive (Prod. SUGA of BTS),정국,https://circlechart.kr/uploadDir/albumImg/thumb/20220216_AECDD953C79537A7D3EB98CF4F76250F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-17,62,,Stay Alive (Prod. SUGA of BTS)
Seoul,볼빨간사춘기,https://circlechart.kr/uploadDir/albumImg/thumb/20220427_7F352563D3C779C365DFEF81CD238B6F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,쇼파르엔터테인먼트,34,140,,Love story
I NEVER DIE,(여자)아이들,https://circlechart.kr/uploadDir/albumImg/thumb/20220323_14BD2E78F79B38D7D6F857D21B95FAD3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,큐브엔터테인먼트,-9,26,,MY BAG
One-reeler / Act IV,IZ*ONE (아이즈원),https://circlechart.kr/uploadDir/albumImg/thumb/20201215_908A815EF79DF7B76BC4C67E76B6D581.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,"OFF THE RECORD Entertainment, SWING Entertainment",-12,177,,Panorama
LALISA,리사 (LISA),https://circlechart.kr/uploadDir/albumImg/thumb/20210914_7A09C360BA0128CA3AE58F145539CC43.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-19,91,,LALISA
취중고백,김민석,https://circlechart.kr/uploadDir/albumImg/thumb/20211228_5DE92209B54A535B2EFF6B161DEBCAFE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,프로젝트 리본,-7,39,,취중고백
별에서 온 그대 OST Part 7,성시경,https://circlechart.kr/uploadDir/albumImg/thumb/2C6D10B14E074045A69CE3F37FCB3818.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SBS 콘텐츠허브,-10,112,,너의 모든 순간
CRAZY IN LOVE,ITZY (있지),https://circlechart.kr/uploadDir/albumImg/thumb/20210928_7107B5B89EF9135F3CEB3ABE21DF268A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-16,80,,LOCO
Proof,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_B9209469E21F96B290DF688CCE9BC3A6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,new,1,,Yet To Come
IT`z ME,ITZY (있지),https://circlechart.kr/uploadDir/albumImg/thumb/20200317_9C66B3399E5E12754014116AE6559AFD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-23,111,,WANNABE
마지막처럼,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/52296CE5CABC4D63853AB28395D213BE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-6,76,,마지막처럼
LOVE YOURSELF 承 `Her`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/BD891B6735104F9AB1406B4685AFE9F9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-37,169,,Pied Piper
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_C79BF2656DB69BCF156C5C31A89D16D5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,45,71,,Filter
"O!RUL8,2?",방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/5EE6822B6BD24CE79A5C0502D3A45713.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,107,,N.O
FEARLESS,LE SSERAFIM (르세라핌),https://circlechart.kr/uploadDir/albumImg/thumb/20220510_CAD1D5F73AE4E06F6634A34CE2978288.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,쏘스뮤직,-66,120,,Blue Flame
DIMENSION : ANSWER,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20220118_326D5CEC757BC616C1179FA535D1F3CD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,빌리프랩,-26,77,,Polaroid Love
BE,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20201124_00456EE969844D92AEFD446BD0BF7B32.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,103,,Stay
Bipolar,BE`O (비오),https://circlechart.kr/uploadDir/albumImg/thumb/20211019_F52268E86BA25DD7E3EEC66B56C8D41B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,페임어스 엔터테인먼트,-25,161,,문득
Girls - The 2nd Mini Album,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20220708_CB6C9800F629B0CDFC5E767C401E088F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,new,25,,도깨비불 (Illusion)
신사와 아가씨 OST Part.2,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20221006_2613DFCB7601858BDBE03DD6377F4809.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,모스트콘텐츠,-18,58,,사랑은 늘 도망가
LOVE & HATE,케이시 (Kassy),https://circlechart.kr/uploadDir/albumImg/thumb/20220525_37BAB34238BA511DF5D344B3ED9962A9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,넥스타엔터테인먼트,hot,72,,늦은 밤 헤어지긴 너무 아쉬워
6집 싸이6甲 Part 1,싸이 (Psy),https://circlechart.kr/uploadDir/albumImg/thumb/7CF146C61A53479BB99603C52CD82AC3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,hot,99,,강남스타일
에잇,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20200512_8F396C4442D26C6E086FD9AEFD6E148A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,EDAM엔터테인먼트,-23,124,,에잇 (Prod.&Feat. SUGA of BTS)
minisode 2: Thursday`s Child,투모로우바이투게더,https://circlechart.kr/uploadDir/albumImg/thumb/20220517_D692DDDF6ADD45D3FB3F63F19945CB6C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-26,41,,Good Boy Gone Bad
Feel Special,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/2AECE86541344C47B9F010B2AA38AB10.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-33,102,,Feel Special
THE ALBUM,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20201006_6DDAF2A5C31F33D0EDBFEC3659DFFA23.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-11,50,,Lovesick Girls
OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",https://circlechart.kr/uploadDir/albumImg/thumb/20210519_757CFCF0A4C7D1E996518B976DC6D054.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,NEOKIDZ,-20,123,,OHAYO MY NIGHT
4th Album `Face the Sun`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220531_E26CB13BE81CAD20014E1AB5FE77E337.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,플레디스,84,9,,HOT
`키스 먼저 할까요?` OST Part 3,폴킴,https://circlechart.kr/uploadDir/albumImg/thumb/55A1EA1F83DF4E2593945FF10D112A5F.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-14,137,,"모든 날, 모든 순간 (Every day, Every Moment)"
사랑인걸,한동근,https://circlechart.kr/uploadDir/albumImg/thumb/20220323_53EF3D9CDD62550C0398EA4F677176FB.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,방구석 캐스팅,-48,193,,사랑인걸
호랑수월가,탑현,https://circlechart.kr/uploadDir/albumImg/thumb/20220118_EA8CCB141A03C92EBCA56C707E68CACE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,탑현월드,-34,147,,호랑수월가
MAP OF THE SOUL : PERSONA,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/F0737FEC82CE4B9DAC4757570373B050.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-32,191,,소우주 (Mikrokosmos)
그 해 우리는 OST Part.5,V,https://circlechart.kr/uploadDir/albumImg/thumb/20211228_DB71D6C87E25776C6E0214001C7EC6B5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,모스트콘텐츠,-20,66,,Christmas Tree
Rollin`,브레이브걸스 (Brave Girls),https://circlechart.kr/uploadDir/albumImg/thumb/20210302_B71C9F1C0E618E35D1BC12AEB4A9DBEA.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,브레이브 엔터테인먼트,-11,88,,롤린 (Rollin`)
내가 아니라도,주호,https://circlechart.kr/uploadDir/albumImg/thumb/20220329_D5215D62C4B8B953C5A143F1A27F0E3C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,IN A MILLION,52,81,,내가 아니라도
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_5810D3B09FDCCF8E884314D46720D9DE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,157,,Outro : Ego
봄여름가을겨울 (Still Life),BIGBANG (빅뱅),https://circlechart.kr/uploadDir/albumImg/thumb/20220412_7D44D480EEC410837DD4984D1AF1FA04.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-9,16,,봄여름가을겨울 (Still Life)
LOVE YOURSELF 承 `Her`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/4FFEC38AFE9D45379D5982F3528D6573.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,18,42,,DNA
Midnight Guest,프로미스나인 (fromis_9),https://circlechart.kr/uploadDir/albumImg/thumb/20220125_05A4FC44BF4262EFA3F177BE61FEF7E3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,플레디스,-17,139,,DM
SQUARE ONE,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/F0319FA88C2A4B4E831C53D985897E4B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-5,184,,휘파람
Love poem,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/B51229FC42FB4B7DA2B95A9696272D75.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,Kakao Entertainment,-6,59,,Blueming
밤하늘의 별을(2020),경서,https://circlechart.kr/uploadDir/albumImg/thumb/20201117_D9172C207798B87826D3699F7EAF96B9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,꿈의엔진,-19,131,,밤하늘의 별을(2020)
Take,숀 (SHAUN),https://circlechart.kr/uploadDir/albumImg/thumb/209FD0570FE944879925FAA4D735BB36.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,디씨톰엔터테인먼트,-3,166,,Way Back Home
사이렌 Remix,호미들,https://circlechart.kr/uploadDir/albumImg/thumb/20210323_F89BE1328710A6AFE9F3AC377B37CDC1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,영앤리치 레코즈,-11,154,,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)"
신호등,이무진,https://circlechart.kr/uploadDir/albumImg/thumb/20210518_38D740DFF6A4C54D8D5815CF330BC740.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,쇼플레이,-10,44,,신호등
Make It Right,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/8CBD27995F8D4990A0450D83B9C402DB.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-28,143,,Make It Right (Feat. Lauv)
IM HERO,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20220426_5C7EE2990F4F98170EC87AFF32FC735F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,물고기뮤직,-8,75,,우리들의 블루스
FIRST IMPACT,Kep1er (케플러),https://circlechart.kr/uploadDir/albumImg/thumb/20220111_C8E5E2699DE6A0CBF298200A55D49B31.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,"WAKEONE, 스윙엔터테인먼트",-14,38,,WA DA DA
Girls - The 2nd Mini Album,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20220711_0D64CD5AA7708E817A2AB0953628E34D.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,SM Entertainment,new,6,,Girls
from our Memento Box,프로미스나인 (fromis_9),https://circlechart.kr/uploadDir/albumImg/thumb/20220704_71BDC797DFBC5F1E0F05E1BE5CA862AE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,플레디스,hot,46,,Stay This Way
IM NAYEON,나연 (TWICE),https://circlechart.kr/uploadDir/albumImg/thumb/20220628_773BB941B6EC2B672840553254632352.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,JYP Entertainment,hot,90,,LOVE COUNTDOWN (Feat. 원슈타인)
고백하는 취한밤에,임재현,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_47421FA8BE74483352E8199BBE074C53.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,"디원미디어, 니즈뮤직",hot,126,,고백하는 취한밤에 (Prod. 2soo)
사이렌 Remix,호미들,https://circlechart.kr/uploadDir/albumImg/thumb/20210323_F89BE1328710A6AFE9F3AC377B37CDC1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,영앤리치 레코즈,-2,156,,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)"
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/7B649271595045429671653FFAE7BD61.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,BIGHIT MUSIC / HYBE,-30,172,,Black Swan
MORE,j-hope,https://circlechart.kr/uploadDir/albumImg/thumb/20220704_0E2EF15F64C896E96DC7A32F6942F537.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,BIGHIT MUSIC / HYBE,new,3,,MORE
Red Moon : Beyond The Light,마크툽 (Maktub),https://circlechart.kr/uploadDir/albumImg/thumb/20210928_81C7663283E150C9B1788BEEE545BB66.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,MAKTUB Company,-25,189,,찰나가 영원이 될 때 (The Eternal Moment)
Jack In The Box,j-hope,https://circlechart.kr/uploadDir/albumImg/thumb/20220718_DE0469F1F815C054CCDFE6CA04F65E63.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,BIGHIT MUSIC / HYBE,new,18,,방화 (Arson)
BORDER : CARNIVAL,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20210504_EF8445ABB05C006217B90F49044C2B0B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,빌리프랩,9,144,,FEVER
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_74C346A3C9CD0FFC4235D8595BD2A02C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,JYP Entertainment,-6,42,,MANIAC
`The ReVe Festival` Finale,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/BAECA08B41C3486395EC99A9E3D091EE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,SM Entertainment,-9,103,,Psycho
Proof,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_4785FE5A02FDAD18478606F8D74CFF24.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,BIGHIT MUSIC / HYBE,-9,13,,달려라 방탄
Dynamite,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200825_131C7D85852510037E916A55C83A600E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,BIGHIT MUSIC / HYBE,-1,7,,Dynamite
마지막처럼,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/52296CE5CABC4D63853AB28395D213BE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,YG Entertainment,-,76,,마지막처럼
4th Album Repackage `SECTOR 17`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220720_14BB2D23CEC1FA85CEA3D8483749BE26.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,플레디스,new,37,,_WORLD
Summer Nights,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/31D4C364C5BB4FDF9414B889CA05AC8B.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,JYP Entertainment,26,122,,Dance The Night Away
reality in BLACK,마마무 (Mamamoo),https://circlechart.kr/uploadDir/albumImg/thumb/4640260BA3BB40D9AFEF8E8DAD6BAF67.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,RBW,-9,198,,HIP
Glitch Mode - The 2nd Album,NCT DREAM,https://circlechart.kr/uploadDir/albumImg/thumb/20220406_823FF8F01C2AA386D18E901F01ED7439.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,SM Entertainment,-85,178,,버퍼링 (Glitch Mode)
IM HERO,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20220510_0EB087BCF7A161DE781E67E9731CFBBD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,물고기뮤직,-6,135,,다시 만날 수 있을까
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_D761A443B009FE10F20CB4EC4FB74B5F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,BIGHIT MUSIC / HYBE,-65,125,,ON
Ice Cream (with Selena Gomez),BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20200901_4FC4826D80DDE0D17330EA2E73030326.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,YG Entertainment,2,83,,Ice Cream (with Selena Gomez)
How You Like That,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20200630_5FE17C8251AEA51A0C30792C795126E8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,YG Entertainment,-,35,,How You Like That
4th Album Repackage `SECTOR 17`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220720_7455801592D64D7056559B0E69E11ADF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,플레디스,new,110,,CHEERS
The Feels,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20211005_4C4E0BAC9F4ED0F45DB5447CEEA1B239.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,JYP Entertainment,-4,31,,The Feels
Queendom - The 6th Mini Album,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/20210824_BCEE0D2ACB2BF58F42CE2D2818077F16.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,SM Entertainment,-12,138,,Queendom
FEARLESS,LE SSERAFIM (르세라핌),https://circlechart.kr/uploadDir/albumImg/thumb/20220510_CAD1D5F73AE4E06F6634A34CE2978288.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,쏘스뮤직,6,114,,Blue Flame
LOVE YOURSELF 轉 `Tear`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/C7030ECF51A54A979F6FFD2E3AB1F138.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,BIGHIT MUSIC / HYBE,-31,77,,FAKE LOVE
내가 아니라도,주호,https://circlechart.kr/uploadDir/albumImg/thumb/20220329_D5215D62C4B8B953C5A143F1A27F0E3C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,IN A MILLION,21,60,,내가 아니라도
Celebrity,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20210202_188C7C5F43D4EE1027B6361A8AF2C7D0.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,EDAM엔터테인먼트,-10,71,,Celebrity
Feel Special,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/2AECE86541344C47B9F010B2AA38AB10.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202207,2207,JYP Entertainment,-2,104,,Feel Special
